metric,mk_tau,mk_p,sen_slope,lin_slope,lin_r2,lin_p,pois_slope,pois_r2,pois_p,mw_p,mw_meanGroup1,mw_meanGroup2,mw_medianGroup1,mw_medianGroup2,n_yrGroup1,n_yrGroup2,gage_ID
peak2z_length,-0.112318841,0.456658038,-0.025,-0.228979667,0.065399988,0.227763974,NA,NA,NA,NA,8.30597648,4.18,5.153846154,4.8,19,19,11180700
p_mm_cy,-0.06116643,0.597427519,-1.3125,-1.569865412,0.009961779,0.55104086,NA,NA,NA,0.492617488,573.8947368,519.7368421,591,480,19,19,11180700
p_mm_amj,0.086770982,0.450517328,0.36,0.26086005,0.005422543,0.660394722,NA,NA,NA,0.693422041,59.78947368,61.89473684,57,57,19,19,11180700
p_mm_jas,-0.199146515,0.073738202,-0.12,-0.384834227,0.171017813,0.009857966,NA,NA,NA,0.250864656,10.84210526,4.368421053,4,2,19,19,11180700
p_mm_ond,0.001422475,1,0.133333333,0.157785316,3.48E-04,0.911440213,NA,NA,NA,0.862580177,185.1578947,194.1052632,172,204,19,19,11180700
p_mm_jfm,-0.054054054,0.641790214,-1.357142857,-1.603676551,0.015251002,0.460102419,NA,NA,NA,0.320868013,318.1052632,259.3684211,293,286,19,19,11180700
pet_mm_cy,0.234708393,0.039227507,2,2.07725134,0.123728419,0.03033859,NA,NA,NA,0.029561459,1405.684211,1455.157895,1420,1455,19,19,11180700
pet_mm_amj,0.096728307,0.399150265,0.666666667,0.549622497,0.019909506,0.398117182,NA,NA,NA,0.230980525,459.8947368,478.7894737,462,481,19,19,11180700
pet_mm_jas,0.254623044,0.025126558,0.647058824,0.586278586,0.115540128,0.03679914,NA,NA,NA,0.052074938,570.7368421,583.3684211,568,585,19,19,11180700
pet_mm_ond,0.152204836,0.182079159,0.375,0.421271474,0.06276991,0.129228933,NA,NA,NA,0.404917542,198.2631579,203.2105263,199,201,19,19,11180700
pet_mm_jfm,0.214793741,0.05920331,0.592592593,0.520078783,0.075761995,0.094415729,NA,NA,NA,0.024529435,176.7894737,189.7894737,174,191,19,19,11180700
T_max_c_cy,0.044096728,0.706056827,0.00354135,0.010489164,0.031772329,0.284307842,NA,NA,NA,0.862580177,20.95574822,21.09569953,21.0860274,20.92739726,19,19,11180700
T_max_c_amj,-0.007112376,0.95989319,-9.96E-04,0.001064271,6.02E-05,0.963137981,NA,NA,NA,0.885313346,22.5220937,22.57952574,22.56813187,22.90549451,19,19,11180700
T_max_c_jas,0.19487909,0.087306739,0.020496894,0.013294314,0.032944626,0.275451088,NA,NA,NA,0.418073596,29.11516018,29.19828375,29.1,29.35326087,19,19,11180700
T_max_c_ond,0.029871977,0.801475418,0.006594203,0.006323354,0.003879463,0.710274336,NA,NA,NA,0.885313346,17.6041762,17.66710526,17.52282609,17.62173913,19,19,11180700
T_max_c_jfm,0.109530583,0.339342717,0.019181929,0.021505556,0.046105592,0.195464743,NA,NA,NA,0.452258272,14.47048326,14.8350723,14.43444444,14.53222222,19,19,11180700
T_min_c_cy,0.274537696,0.015786878,0.019850662,0.021837458,0.213290783,0.003513479,NA,NA,NA,0.096409296,8.976400652,9.279318181,8.880821918,9.169589041,19,19,11180700
T_min_c_amj,0.20056899,0.078396503,0.023912088,0.021521579,0.079000136,0.087376357,NA,NA,NA,0.35434426,9.506766918,9.756043956,9.43956044,9.848351648,19,19,11180700
T_min_c_jas,0.317211949,0.00525515,0.030956522,0.032826824,0.280635341,6.25E-04,NA,NA,NA,0.085020767,14.4,14.88592677,14.53913043,14.73478261,19,19,11180700
T_min_c_ond,0.108108108,0.345697588,0.012379227,0.01776738,0.051968254,0.168656438,NA,NA,NA,0.397165708,7.128718535,7.474485126,7.243478261,7.605434783,19,19,11180700
T_min_c_jfm,0.109530583,0.339342717,0.015396825,0.015140137,0.02793511,0.315876348,NA,NA,NA,0.623543823,4.794067219,4.923109055,4.913333333,5.053333333,19,19,11180700
pcumdist10days,-0.093883357,0.41354601,-0.416666667,-0.451471715,0.003233631,0.734531145,-0.003832513,0.003233631,0.004941047,0.396984823,124.8421053,110.8421053,169,63,19,19,11180700
pcumdist50days,-0.06116643,0.597292239,-0.2,-0.097275413,0.002166299,0.78141198,-3.45E-04,0.002166299,0.695521611,0.388921397,284.8421053,279.7368421,288,282,19,19,11180700
pcumdist90days,-0.048364154,0.677938544,-0.153846154,-0.144435934,0.007153909,0.613643029,-4.27E-04,0.007153909,0.595600312,0.895403595,338.6842105,338.1578947,344,337,19,19,11180700
swe_mm_cy,-0.003003003,0.98231285,0,-0.002370792,0.003373819,0.732744817,NA,NA,NA,0.758634141,0.166666667,0.157894737,0,0,18,18,11180700
swe_mm_amj,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,17,17,11180700
swe_mm_jas,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,17,17,11180700
swe_mm_ond,0.033333333,0.335737302,0,0.002702703,0.029189189,0.31912238,NA,NA,NA,0.344942579,0,0.055555556,0,0,18,18,11180700
swe_mm_jfm,-0.026984127,0.687641759,0,-0.004504505,0.012501488,0.516192905,NA,NA,NA,0.976854268,0.166666667,0.111111111,0,0,18,18,11180700
srad_wm2_cy,0.32859175,0.003833611,0.201953736,0.205900556,0.208807023,0.003926099,NA,NA,NA,5.43E-04,222.1252619,227.161829,222.4356164,227.3114754,19,19,11180700
srad_wm2_amj,0.100995733,0.378841252,0.155416014,0.158634231,0.028605846,0.310052395,NA,NA,NA,0.181427015,310.1110468,315.5465587,309.1428571,315.5164835,19,19,11180700
srad_wm2_jas,0.307254623,0.006868096,0.180602008,0.163330115,0.159031372,0.013137561,NA,NA,NA,0.007887047,301.7820366,305.2122426,302.9130435,306.1413043,19,19,11180700
srad_wm2_ond,0.192034139,0.092058968,0.204483694,0.195218057,0.093076615,0.062529268,NA,NA,NA,0.234306918,131.7648741,135,130.9673913,135.2391304,19,19,11180700
srad_wm2_jfm,0.220483642,0.05285872,0.2968254,0.3094666,0.110776242,0.041172191,NA,NA,NA,0.011864949,144.2753936,152.4444123,144.6555556,153.4395604,19,19,11180700
p.pet_cy,-0.086770982,0.450660526,-0.001275485,-0.001625144,0.018580556,0.414486348,NA,NA,NA,0.385423739,0.41087601,0.359855075,0.440715884,0.335574983,19,19,11180700
swe.p_cy,-0.012012012,0.876934732,0,-1.02E-05,0.012550473,0.509164506,NA,NA,NA,0.818038016,4.16E-04,2.84E-04,0,0,18,18,11180700
p.pet_jfm,-0.120910384,0.29094994,-0.013517373,-0.01469128,0.02770953,0.317866231,NA,NA,NA,0.181427015,1.908362016,1.413050122,1.73006135,1.454545455,19,19,11180700
swe.p_jfm,-0.031746032,0.633439423,0,-2.87E-05,0.023736686,0.369637689,NA,NA,NA,0.930700471,8.46E-04,3.76E-04,0,0,18,18,11180700
p.pet_amj,0.058321479,0.615051322,6.02E-04,4.52E-04,0.002562822,0.762775445,NA,NA,NA,0.885313346,0.138367054,0.135260789,0.134433962,0.119496855,19,19,11180700
swe.p_amj,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,17,17,11180700
p.pet_jas,-0.20341394,0.068096891,-2.06E-04,-7.07E-04,0.177573042,0.008417737,NA,NA,NA,0.233353555,0.019450496,0.007526158,0.007104796,0.003484321,19,19,11180700
swe.p_jas,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,11,11,11180700
p.pet_ond,-0.029871977,0.801475418,-0.001657658,-0.002264505,0.002336657,0.773196831,NA,NA,NA,0.931039053,0.973073744,0.977409628,0.92972973,0.995454545,19,19,11180700
swe.p_ond,0.033333333,0.335737302,0,1.32E-05,0.029189189,0.31912238,NA,NA,NA,0.344942579,0,2.72E-04,0,0,18,18,11180700
annualnoflowdays,0.035561878,0.762788417,0.363636364,0.555202976,0.00984371,0.553422242,0.003412618,0.00984371,0.003265151,0.759138755,162.7368421,162.7368421,161,157,19,19,11180960
zeroflowfirst,-0.014224751,0.909892626,-0.1875,-0.215559689,0.003792632,0.713396193,-0.002451363,0.003792632,0.120259239,0.682691165,87.26315789,88.63157895,84,95,19,19,11180960
peak2z_length,0.028449502,0.811136111,0.036290323,0.044929241,9.91E-04,0.851199996,NA,NA,NA,0.918590325,20.41096491,17.02719298,10.8,14.66666667,19,19,11180960
p_mm_cy,-0.078236131,0.497212088,-1.5,-2.111828428,0.011760251,0.516931718,NA,NA,NA,0.525031445,707.6842105,645.2631579,696,603,19,19,11180960
p_mm_amj,0.108108108,0.345621328,0.75,0.524674472,0.017817135,0.424331566,NA,NA,NA,0.599171909,66.21052632,71.73684211,62,58,19,19,11180960
p_mm_jas,-0.20625889,0.06749561,-0.117647059,-0.285589233,0.110622774,0.041321407,NA,NA,NA,0.185106223,9.842105263,4.473684211,5,2,19,19,11180960
p_mm_ond,-0.014224751,0.909906811,-0.238095238,-0.219717693,4.20E-04,0.902826492,NA,NA,NA,0.872424291,236.4210526,243.8947368,224,234,19,19,11180960
p_mm_jfm,-0.058321479,0.614995425,-1.387096774,-2.131195973,0.017853131,0.423859723,NA,NA,NA,0.313776695,395.2105263,325.1578947,363,335,19,19,11180960
pet_mm_cy,0.06116643,0.597427519,0.444444444,0.486267644,0.00794049,0.594713484,NA,NA,NA,0.609376273,1339.684211,1352.631579,1347,1355,19,19,11180960
pet_mm_amj,0.019914651,0.870125262,0.173913043,0.135353977,0.001420826,0.822229669,NA,NA,NA,0.661356525,439.6315789,446.4210526,443,451,19,19,11180960
pet_mm_jas,-0.046941679,0.687259602,-0.1,-0.192581245,0.010677671,0.536994749,NA,NA,NA,0.492451682,541.6842105,536.1052632,545,536,19,19,11180960
pet_mm_ond,0.112375533,0.32645425,0.25,0.205821206,0.022972583,0.363680359,NA,NA,NA,0.704154215,190.3684211,191.8947368,191,190,19,19,11180960
pet_mm_jfm,0.132290185,0.247030804,0.387096774,0.337673706,0.034565814,0.263749081,NA,NA,NA,0.090205383,168,178.2105263,166,173,19,19,11180960
T_max_c_cy,-0.032716927,0.782101161,-0.001181684,0.003687376,0.004504871,0.688879571,NA,NA,NA,0.222961226,20.27614795,20.23364284,20.41616438,20.14136986,19,19,11180960
T_max_c_amj,-0.004267425,0.979940256,-0.00133438,-0.001034812,7.78E-05,0.95808661,NA,NA,NA,0.644145201,21.81162522,21.65176402,22.23076923,21.74505495,19,19,11180960
T_max_c_jas,0.009957326,0.939871454,0.001449275,-0.00432059,0.004188791,0.699464163,NA,NA,NA,0.270712911,26.92494279,26.57889016,26.9576087,26.71304348,19,19,11180960
T_max_c_ond,0.018492176,0.880083901,0.004066023,0.004605085,0.003225025,0.734871883,NA,NA,NA,0.908139053,17.40406179,17.44416476,17.44130435,17.37173913,19,19,11180960
T_max_c_jfm,0.106685633,0.352204932,0.013516483,0.015766965,0.031050376,0.289936382,NA,NA,NA,0.401554317,14.87400488,15.17908618,14.61222222,15.01222222,19,19,11180960
T_min_c_cy,0.220483642,0.05285872,0.014520548,0.01272063,0.087357584,0.071608258,NA,NA,NA,0.283646276,8.624348182,8.764398297,8.536712329,8.745479452,19,19,11180960
T_min_c_amj,0.143669986,0.208684671,0.010845676,0.008533408,0.021477141,0.379956942,NA,NA,NA,0.817463305,9.260034703,9.235858878,9.263736264,9.396703297,19,19,11180960
T_min_c_jas,0.112375533,0.326709334,0.010702341,0.005566445,0.009901757,0.552249095,NA,NA,NA,0.65085977,12.51950801,12.54101831,12.2923913,12.54021739,19,19,11180960
T_min_c_ond,0.172119488,0.131393728,0.019248188,0.020720205,0.080108398,0.085094226,NA,NA,NA,0.154176051,7.18993135,7.588844394,6.948913043,7.602173913,19,19,11180960
T_min_c_jfm,0.103840683,0.365371549,0.016222222,0.016112807,0.032738527,0.27698348,NA,NA,NA,0.665016934,5.473170105,5.637457747,5.603333333,5.565555556,19,19,11180960
pcumdist10days,-0.115220484,0.314305133,-0.75,-1.039938724,0.017626768,0.426839798,-0.00802166,0.017626768,7.07E-10,0.589003807,135.7368421,123.9473684,176,177,19,19,11180960
pcumdist50days,-0.06685633,0.562871237,-0.166666667,-0.120800963,0.003422516,0.727176177,-4.27E-04,0.003422516,0.627222958,0.350026065,285.4736842,280,287,279,19,19,11180960
pcumdist90days,-0.024182077,0.840439862,-0.071428571,-0.108436372,0.004044179,0.704459308,-3.21E-04,0.004044179,0.689801963,0.976693969,337.2105263,337.3684211,344,337,19,19,11180960
swe_mm_cy,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,18,18,11180960
swe_mm_amj,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,17,17,11180960
swe_mm_jas,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,17,17,11180960
swe_mm_ond,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,18,18,11180960
swe_mm_jfm,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,18,18,11180960
srad_wm2_cy,0.285917496,0.011924155,0.196042617,0.201927732,0.188869993,0.006401477,NA,NA,NA,0.001592442,215.5453489,220.6492284,215.690411,220.3506849,19,19,11180960
srad_wm2_amj,0.108108108,0.345697588,0.154691462,0.161720871,0.025918166,0.334253092,NA,NA,NA,0.132681365,302.6986697,308.761712,302.3186813,309.0659341,19,19,11180960
srad_wm2_jas,0.314366999,0.005678003,0.20652174,0.168962925,0.159652321,0.012944154,NA,NA,NA,0.010851514,292.4084668,295.9061785,293.5,297.1304348,19,19,11180960
srad_wm2_ond,0.189189189,0.097016806,0.23913043,0.198103446,0.094207059,0.060878555,NA,NA,NA,0.246045471,126.8478261,130.0657895,126.173913,130.2065217,19,19,11180960
srad_wm2_jfm,0.192034139,0.092058968,0.28846154,0.281572648,0.093221237,0.062315569,NA,NA,NA,0.019824269,139.6882591,147.4441938,140.8,146.2307692,19,19,11180960
p.pet_cy,-0.06401138,0.580151246,-0.001151773,-0.001699095,0.011864656,0.515065907,NA,NA,NA,0.48793053,0.531505864,0.481216528,0.526475038,0.451685393,19,19,11180960
swe.p_cy,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,18,18,11180960
p.pet_jfm,-0.06685633,0.563056451,-0.015976082,-0.018007817,0.0247328,0.345702614,NA,NA,NA,0.270712911,2.493332071,1.881045786,2.26875,1.816326531,19,19,11180960
swe.p_jfm,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,18,18,11180960
p.pet_amj,0.103840683,0.365371549,0.00162494,0.00120328,0.013459601,0.487917288,NA,NA,NA,0.623543823,0.159179353,0.168161464,0.14797136,0.128603104,19,19,11180960
swe.p_amj,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,17,17,11180960
p.pet_jas,-0.207681366,0.066287697,-2.11E-04,-5.49E-04,0.113373078,0.038727598,NA,NA,NA,0.176395152,0.018545136,0.008317476,0.008488964,0.003731343,19,19,11180960
swe.p_jas,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,14,14,11180960
p.pet_ond,-0.035561878,0.762861164,-0.004322445,-0.003838101,0.003829634,0.712060943,NA,NA,NA,0.953994927,1.287009843,1.297803132,1.21025641,1.206185567,19,19,11180960
swe.p_ond,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,18,18,11180960
annualnoflowdays,0.046941679,0.685287771,0,0.13086771,2.98E-04,0.918024904,0.001376093,2.98E-04,0.364351943,0.976554882,100.3157895,89.89473684,76,81,19,19,11182500
zeroflowfirst,0.110837438,0.408922838,0.714285714,0.809105614,0.043511091,0.277524352,0.008091809,0.043511091,1.15E-06,0.238472961,88.78571429,110.7333333,77.5,115,14,14,11182500
peak2z_length,0.140394089,0.293255684,0.131884058,0.139013366,0.021832242,0.444324965,NA,NA,NA,0.315295059,12.28877551,15.08571429,9.357142857,15,14,14,11182500
p_mm_cy,-0.06116643,0.597485454,-1.538461538,-1.566801619,0.006704881,0.625037672,NA,NA,NA,0.644145201,693.0526316,637.8421053,682,585,19,19,11182500
p_mm_amj,0.149359886,0.190910081,0.827586207,0.650727651,0.028049982,0.314869133,NA,NA,NA,0.439031231,64.10526316,72.47368421,59,55,19,19,11182500
p_mm_jas,-0.226173542,0.043742847,-0.133333333,-0.302330671,0.120284756,0.032905123,NA,NA,NA,0.147004533,9.842105263,4.421052632,5,1,19,19,11182500
p_mm_ond,-0.017069701,0.890001838,-0.384615385,-0.188970347,3.19E-04,0.915234073,NA,NA,NA,0.872424291,234.3684211,241.5789474,218,239,19,19,11182500
p_mm_jfm,-0.052631579,0.650845029,-1.387096774,-1.726228253,0.011895455,0.5145177,NA,NA,NA,0.385423739,384.7368421,319.3684211,344,335,19,19,11182500
pet_mm_cy,0.153627312,0.178368117,1,1.155596892,0.040685995,0.224593746,NA,NA,NA,0.193740525,1409.473684,1435.736842,1417,1437,19,19,11182500
pet_mm_amj,0.075391181,0.513213348,0.428571429,0.305503884,0.006339667,0.634656697,NA,NA,NA,0.405329162,459.8421053,471.5263158,462,473,19,19,11182500
pet_mm_jas,0.081081081,0.481277522,0.333333333,0.220264799,0.013000461,0.495483927,NA,NA,NA,0.549424091,583.4736842,586.4736842,581,591,19,19,11182500
pet_mm_ond,0.106685633,0.351696969,0.235294118,0.171244119,0.014342494,0.473884147,NA,NA,NA,0.725884244,195.7368421,196.4210526,195,195,19,19,11182500
pet_mm_jfm,0.182076814,0.10958758,0.526315789,0.45858409,0.065853922,0.11988826,NA,NA,NA,0.072093075,170.4210526,181.3157895,165,177,19,19,11182500
T_max_c_cy,0.07254623,0.529614078,0.004644809,0.009601636,0.02760765,0.318770171,NA,NA,NA,0.772929313,20.70030573,20.7885554,20.83643836,20.76821918,19,19,11182500
T_max_c_amj,0.035561878,0.762861164,0.007967033,0.005045157,0.001533015,0.815461221,NA,NA,NA,0.976988121,22.2357432,22.27113939,22.45274725,22.59340659,19,19,11182500
T_max_c_jas,0.059743954,0.60621147,0.007441472,0.003736138,0.00320437,0.735691699,NA,NA,NA,0.579078979,28.24937071,28.08901602,28.31086957,28.18586957,19,19,11182500
T_max_c_ond,0.056899004,0.623891177,0.009130435,0.008609899,0.00978119,0.554690991,NA,NA,NA,0.907030131,17.45858124,17.55566362,17.44130435,17.5326087,19,19,11182500
T_max_c_jfm,0.146514936,0.199725405,0.018431372,0.021283797,0.052349645,0.167059612,NA,NA,NA,0.283646276,14.75699634,15.14723861,14.70666667,14.88666667,19,19,11182500
T_min_c_cy,0.146514936,0.199725405,0.009360731,0.008804908,0.043539139,0.208683469,NA,NA,NA,0.603225988,8.858533927,8.899912616,8.776164384,8.838356164,19,19,11182500
T_min_c_amj,0.086770982,0.450660526,0.009047619,0.006555771,0.012493901,0.504059852,NA,NA,NA,0.795114839,9.424175824,9.333661076,9.345054945,9.417582418,19,19,11182500
T_min_c_jas,0.123755334,0.279615358,0.008913043,0.007687788,0.019047148,0.408631293,NA,NA,NA,0.772929313,12.82843249,12.84708238,12.725,12.81630435,19,19,11182500
T_min_c_ond,0.06970128,0.546208418,0.008559783,0.012256122,0.026659477,0.327342847,NA,NA,NA,0.469911859,7.42923341,7.651086957,7.20326087,7.70326087,19,19,11182500
T_min_c_jfm,0.06401138,0.580151246,0.009265521,0.008726113,0.010254045,0.5452265,NA,NA,NA,0.862580177,5.696577341,5.711822505,5.885555556,5.591111111,19,19,11182500
pcumdist10days,-0.100995733,0.378690503,-0.739130435,-0.997702156,0.016616348,0.440527928,-0.0078092,0.016616348,2.55E-09,0.559204995,134.0526316,121.8421053,169,175,19,19,11182500
pcumdist50days,-0.062588905,0.58856291,-0.16,-0.119159645,0.003363265,0.729458438,-4.22E-04,0.003363265,0.631766719,0.365235752,285.2105263,279.7894737,287,279,19,19,11182500
pcumdist90days,-0.018492176,0.879983456,-0.05,-0.126819127,0.005102498,0.669983447,-3.77E-04,0.005102498,0.640209564,0.930165195,336.4210526,336.3684211,342,336,19,19,11182500
swe_mm_cy,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,18,18,11182500
swe_mm_amj,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,17,17,11182500
swe_mm_jas,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,17,17,11182500
swe_mm_ond,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,18,18,11182500
swe_mm_jfm,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,18,18,11182500
srad_wm2_cy,0.283072546,0.012801754,0.196712332,0.20064851,0.18522336,0.006994689,NA,NA,NA,0.001592442,215.9962694,221.0816564,216.1726027,220.8196721,19,19,11182500
srad_wm2_amj,0.098150782,0.39261231,0.168639054,0.160227452,0.025109315,0.342010911,NA,NA,NA,0.137774772,304.0231348,310.1000578,303.5824176,310.4615385,19,19,11182500
srad_wm2_jas,0.308677098,0.00661695,0.2076087,0.168057821,0.157396368,0.013660436,NA,NA,NA,0.011864949,292.604119,296.0875286,293.6521739,297.4130435,19,19,11182500
srad_wm2_ond,0.199146515,0.080527618,0.242474919,0.198586326,0.093947002,0.061254328,NA,NA,NA,0.225647038,126.8729977,130.0875286,126.2282609,130.173913,19,19,11182500
srad_wm2_jfm,0.189189189,0.097016806,0.28715508,0.27832972,0.090754362,0.06606491,NA,NA,NA,0.021516617,139.9525352,147.6376775,141.1777778,146.3956044,19,19,11182500
p.pet_cy,-0.044096728,0.706056827,-8.03E-04,-0.001452268,0.010174631,0.546795211,NA,NA,NA,0.583204246,0.494299056,0.447530089,0.501102131,0.416968818,19,19,11182500
swe.p_cy,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,18,18,11182500
p.pet_jfm,-0.092460882,0.421049442,-0.014184553,-0.017003487,0.024117929,0.351845226,NA,NA,NA,0.222961226,2.384634269,1.807734004,2.091463415,1.770408163,19,19,11182500
swe.p_jfm,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,18,18,11182500
p.pet_amj,0.140825036,0.217931652,0.001693676,0.001367886,0.019571146,0.40219618,NA,NA,NA,0.469911859,0.147778408,0.161013363,0.136574074,0.116525424,19,19,11182500
swe.p_amj,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,17,17,11182500
p.pet_jas,-0.216216216,0.054404001,-2.36E-04,-5.46E-04,0.125852486,0.02885582,NA,NA,NA,0.164840932,0.017234888,0.007545967,0.008250825,0.001672241,19,19,11182500
swe.p_jas,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,13,13,11182500
p.pet_ond,-0.038406828,0.743766572,-0.003902663,-0.003555414,0.0036508,0.718583486,NA,NA,NA,1,1.240726584,1.247003793,1.124352332,1.216981132,19,19,11182500
swe.p_ond,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,18,18,11182500
annualnoflowdays,0.201991465,0.060221967,0,1.406718459,0.135832107,0.022796016,0.039662749,0.135832107,1.86E-53,0.216792338,26.15789474,47.42105263,0,40,19,19,11200800
zeroflowfirst,-0.294736842,0.074047953,-0.641025641,-0.689280868,0.176588732,0.065070244,-0.00632605,0.176588732,9.52E-04,0.304694964,113.7777778,104.9090909,108,105,9,9,11200800
peak2z_length,-0.163157895,0.327916742,-0.129166667,-0.160946604,0.033552901,0.439516511,NA,NA,NA,0.731369504,33.55555556,33.18181818,29,29,9,9,11200800
p_mm_cy,-0.102418208,0.372030821,-4.173913043,-4.392274866,0.036176818,0.252708171,NA,NA,NA,0.26723132,750.0526316,634.3157895,748,664,19,19,11200800
p_mm_amj,-0.015647226,0.89992285,-0.1,-0.243243243,0.001709452,0.805324441,NA,NA,NA,0.953428201,94.73684211,87.10526316,74,83,19,19,11200800
p_mm_jas,-0.213371266,0.059359377,-0.166666667,-0.466900098,0.154703437,0.014566368,NA,NA,NA,0.08066108,14.15789474,5.789473684,9,4,19,19,11200800
p_mm_ond,-0.011379801,0.929868499,-0.081081081,-0.250246198,4.25E-04,0.90225087,NA,NA,NA,0.918608083,211.2631579,211.6315789,209,204,19,19,11200800
p_mm_jfm,-0.13940256,0.22252998,-4.071428571,-3.431885327,0.040357711,0.226512634,NA,NA,NA,0.121704098,429.8947368,329.7894737,399,292,19,19,11200800
pet_mm_cy,0.224751067,0.048352509,1.526315789,1.892001313,0.148444984,0.016905315,NA,NA,NA,0.156723484,1372.157895,1403.789474,1371,1400,19,19,11200800
pet_mm_amj,0.132290185,0.247180415,0.47826087,0.644271802,0.03809456,0.240273501,NA,NA,NA,0.349999685,468.6842105,481.9473684,482,490,19,19,11200800
pet_mm_jas,0.186344239,0.101553259,0.483870968,0.3784878,0.071168489,0.10543284,NA,NA,NA,0.320205145,544.8947368,550.5263158,543,553,19,19,11200800
pet_mm_ond,0.169274538,0.137696596,0.363636364,0.296859613,0.051060341,0.172526015,NA,NA,NA,0.357553262,184.6842105,188,183,189,19,19,11200800
pet_mm_jfm,0.176386913,0.121322946,0.461538462,0.572382099,0.100927487,0.051938546,NA,NA,NA,0.214035362,173.8947368,183.3157895,175,182,19,19,11200800
T_max_c_cy,0.277382646,0.014730026,0.024253103,0.033395102,0.205523698,0.004257545,NA,NA,NA,0.065438357,19.85288837,20.44139992,20.13260274,20.28712329,19,19,11200800
T_max_c_amj,0.103840683,0.365371549,0.017386185,0.01990924,0.018485081,0.415699335,NA,NA,NA,0.452258272,22.14615385,22.58149219,22.71098901,22.84395604,19,19,11200800
T_max_c_jas,0.362731152,0.001406744,0.045588235,0.044102794,0.303471526,3.38E-04,NA,NA,NA,0.019824269,29.52608696,30.3159611,29.47282609,30.2923913,19,19,11200800
T_max_c_ond,0.189189189,0.097016806,0.031971514,0.02948151,0.053727523,0.161427895,NA,NA,NA,0.181427015,15.38724256,15.9090389,15.0923913,15.62282609,19,19,11200800
T_max_c_jfm,0.143669986,0.208684671,0.031264368,0.040223983,0.091138135,0.06546684,NA,NA,NA,0.48793053,12.22671422,12.83801555,12.32307692,12.68555556,19,19,11200800
T_min_c_cy,0.112375533,0.326785805,0.010888335,0.02723451,0.145044759,0.018326751,NA,NA,NA,0.563490525,6.208233598,6.598673829,6.230958904,6.286575342,19,19,11200800
T_min_c_amj,0.105263158,0.358712281,0.018981019,0.025308514,0.056371298,0.151195913,NA,NA,NA,0.609395851,7.609311741,7.992076345,7.830769231,7.81978022,19,19,11200800
T_min_c_jas,0.342816501,0.002550733,0.039311593,0.04035167,0.239380151,0.001825073,NA,NA,NA,0.069956203,13.14668192,13.75034325,13.1673913,13.55434783,19,19,11200800
T_min_c_ond,0.06401138,0.580151246,0.011521739,0.018157609,0.035758469,0.255521304,NA,NA,NA,0.50630654,2.883810069,3.238672769,2.776086957,3.282608696,19,19,11200800
T_min_c_jfm,0.095305832,0.406682569,0.014467508,0.025141163,0.045117617,0.200437531,NA,NA,NA,0.817463305,1.108453827,1.328819485,1.214444444,0.985714286,19,19,11200800
pcumdist10days,-0.058321479,0.614808928,-0.333333333,0.089725353,1.40E-04,0.943863552,9.84E-04,1.40E-04,0.525261992,0.380881099,94.21052632,88.10526316,58,35,19,19,11200800
pcumdist50days,-0.092460882,0.420633023,-0.266666667,-0.153189627,0.004401715,0.69228565,-5.39E-04,0.004401715,0.538976237,0.388791514,285.8947368,282.3157895,289,281,19,19,11200800
pcumdist90days,-0.06116643,0.597253563,-0.125,-0.136667031,0.010434044,0.541701102,-3.99E-04,0.010434044,0.617536453,0.682609034,342.6842105,341.8947368,349,340,19,19,11200800
swe_mm_cy,-0.424924925,2.24E-04,-1.461309524,-1.592697961,0.277109316,8.18E-04,NA,NA,NA,1.36E-04,75.11111111,35.94736842,65,34,18,18,11200800
swe_mm_amj,-0.201587302,0.085158195,-0.458333333,-1.003474903,0.134274257,0.027941526,NA,NA,NA,0.171967749,33.35294118,10.73684211,25,8,17,17,11200800
swe_mm_jas,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,17,17,11200800
