metric,mk_tau,mk_p,sen_slope,lin_slope,lin_r2,lin_p,pois_slope,pois_r2,pois_p,mw_p,mw_meanGroup1,mw_meanGroup2,mw_medianGroup1,mw_medianGroup2,n_yrGroup1,n_yrGroup2,gage_ID
T_min_c_jas,0.369843528,0.001128423,0.036853002,0.039391262,0.307078698,3.07E-04,NA,NA,NA,0.001460592,15.94525171,16.76956522,16.02065217,16.8576087,19,19,1378500
T_min_c_ond,0.320056899,0.004860952,0.050105189,0.054015995,0.257386218,0.001150129,NA,NA,NA,0.011864949,1.606350114,2.615732265,1.601086957,2.498913043,19,19,1378500
T_min_c_jfm,0.106685633,0.352204932,0.026327228,0.017615467,0.013476317,0.487645382,NA,NA,NA,0.583204246,-3.748622196,-3.54777842,-3.674444444,-3.117777778,19,19,1378500
pcumdist10days,0.182076814,0.109850448,0.384615385,0.376408797,0.098760694,0.054665353,0.010069118,0.098760694,3.30E-05,0.039362939,33.31578947,41.63157895,35,42,19,19,1378500
pcumdist50days,-0.0056899,0.969900871,0,0.236896816,0.012492934,0.504076471,0.001383509,0.012492934,0.221054797,0.650788402,171.0526316,171.4210526,177,168,19,19,1378500
pcumdist90days,0.079658606,0.489016413,0.166666667,0.117408907,0.004450481,0.690669815,3.65E-04,0.004450481,0.658030641,0.629859719,320.7368421,322.2631579,326,328,19,19,1378500
swe_mm_cy,0.01951952,0.875205767,0.061669829,0.43598862,0.017772421,0.431515579,NA,NA,NA,0.903211775,39.61111111,42.42105263,29,27,18,18,1378500
swe_mm_amj,-0.026984127,0.751217986,0,-0.046589447,0.017475065,0.442160598,NA,NA,NA,0.477152519,2.235294118,0.631578947,0,0,17,17,1378500
swe_mm_jas,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,17,17,1378500
swe_mm_ond,0.096825397,0.411152937,0.087121212,0.094723295,0.009239936,0.57705801,NA,NA,NA,0.324409628,9.055555556,11.72222222,5.5,13,18,18,1378500
swe_mm_jfm,0.068253968,0.566993549,0.290247678,0.671943372,0.040005229,0.242165967,NA,NA,NA,0.680695898,39.16666667,44.77777778,29,30.5,18,18,1378500
srad_wm2_cy,0.428165007,1.62E-04,0.303326814,0.301609552,0.384893706,3.25E-05,NA,NA,NA,1.88E-04,173.4018793,179.5616734,174.2383562,181.0876712,19,19,1378500
srad_wm2_amj,0.284495021,0.012349156,0.435439563,0.433965531,0.182364283,0.007496782,NA,NA,NA,0.021910661,239.112782,247.2972817,236.9340659,250.8901099,19,19,1378500
srad_wm2_jas,0.443812233,9.22E-05,0.7192029,0.640103094,0.379498338,3.83E-05,NA,NA,NA,9.20E-04,227.4565217,239.958238,225.6086957,242.0217391,19,19,1378500
srad_wm2_ond,0.06970128,0.546208418,0.033596836,0.028781334,0.004735451,0.681425625,NA,NA,NA,0.48793053,104.7070938,105.7419909,105.076087,106.2608696,19,19,1378500
srad_wm2_jfm,0.149359886,0.191050389,0.101927443,0.101219037,0.0481875,0.185434629,NA,NA,NA,0.065438357,122.0501125,124.9465073,121.4285714,125.0666667,19,19,1378500
p.pet_cy,-0.035561878,0.762861164,-9.29E-04,-6.68E-04,0.001677702,0.807106362,NA,NA,NA,0.931039053,1.097486765,1.092498083,1.061567164,1.072041166,19,19,1378500
swe.p_cy,0,1,-2.63E-06,3.20E-04,0.013400281,0.495068574,NA,NA,NA,0.892559276,0.033578062,0.034159412,0.02141363,0.019536903,18,18,1378500
p.pet_jfm,0.092460882,0.421049442,0.008929265,0.008299708,0.021738748,0.377038771,NA,NA,NA,1,1.751439617,1.787374065,1.539393939,2.065217391,19,19,1378500
swe.p_jfm,0.092063492,0.437518177,0.001310756,0.001324591,0.017042452,0.447916205,NA,NA,NA,0.650299545,0.145653635,0.156447051,0.107448276,0.141116618,18,18,1378500
p.pet_amj,-0.058321479,0.615051322,-0.002678637,-0.003801972,0.025397469,0.339220464,NA,NA,NA,0.817463305,0.87050211,0.810659219,0.80474934,0.833333333,19,19,1378500
swe.p_amj,-0.025396825,0.766343733,0,-9.30E-05,0.006540318,0.639156867,NA,NA,NA,0.491537698,0.006766626,0.002070185,0,0,17,17,1378500
p.pet_jas,-0.032716927,0.782101161,-0.001331755,8.25E-04,9.56E-04,0.853798625,NA,NA,NA,0.795114839,0.773596387,0.842570492,0.815789474,0.723716381,19,19,1378500
swe.p_jas,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,17,17,1378500
p.pet_ond,-0.046941679,0.687462554,-0.003823103,-0.003767383,0.0041225,0.701741555,NA,NA,NA,0.772929313,1.910373957,1.852400733,1.789473684,1.701219512,19,19,1378500
swe.p_ond,0.071428571,0.547307685,2.32E-04,4.34E-04,0.014479442,0.484520945,NA,NA,NA,0.418108342,0.02887868,0.040048869,0.018383347,0.040376176,18,18,1378500
annualnoflowdays,-0.544807966,4.56E-07,-2.166666667,-3.852937958,0.381074019,3.65E-05,-0.099615733,0.381074019,2.31E-258,7.76E-07,91.84210526,2.368421053,71,0,19,19,1379530
zeroflowfirst,0.038095238,0.832239947,0.242857143,0.913177657,0.003800984,0.790641399,0.010703012,0.003800984,0.002546809,NA,80.16666667,112,36.5,116,18,18,1379530
peak2z_length,-0.057142857,0.739534808,-0.020512821,-0.036079406,0.027039996,0.476290972,NA,NA,NA,NA,4.245198253,5.066666667,3.970588235,5,18,18,1379530
p_mm_cy,-0.039829303,0.734257006,-0.931034483,-0.03950104,5.50E-06,0.988850563,NA,NA,NA,0.94181339,1268.473684,1279.789474,1251,1239,19,19,1379530
p_mm_amj,-0.041251778,0.724786529,-0.608695652,-1.015756647,0.015661949,0.454072889,NA,NA,NA,0.918603644,347.8947368,336.2631579,308,329,19,19,1379530
p_mm_jas,-0.021337127,0.860288705,-0.181818182,0.525330999,0.002920935,0.747250929,NA,NA,NA,0.686145252,335.2631579,363.4210526,353,344,19,19,1379530
p_mm_ond,-0.0056899,0.969907215,-0.052631579,-0.106466791,1.34E-04,0.945091774,NA,NA,NA,0.941807032,309.5263158,312.2105263,284,288,19,19,1379530
p_mm_jfm,0.051209104,0.659899848,0.75,0.557391399,0.006042896,0.642724616,NA,NA,NA,0.704277641,275.7894737,267.8947368,271,274,19,19,1379530
pet_mm_cy,0.376955903,9.02E-04,3.4,3.332530911,0.306422046,3.12E-04,NA,NA,NA,0.002067346,1091.315789,1156.684211,1079,1175,19,19,1379530
pet_mm_amj,0.285917496,0.011848118,0.885714286,0.942991575,0.172109858,0.009602408,NA,NA,NA,0.014713163,382.6315789,401.0526316,384,405,19,19,1379530
pet_mm_jas,0.341394026,0.002648194,1.7,1.605317868,0.257780704,0.001138444,NA,NA,NA,0.003035915,390.0526316,422.9473684,383,432,19,19,1379530
pet_mm_ond,0.320056899,0.004816171,0.5,0.506729401,0.165264756,0.011317701,NA,NA,NA,0.013011425,161.4736842,170.8947368,158,170,19,19,1379530
pet_mm_jfm,0.143669986,0.20854077,0.318181818,0.277492067,0.025892095,0.334499544,NA,NA,NA,0.456496015,157.1578947,161.7894737,159,163,19,19,1379530
T_max_c_cy,0.257467994,0.023639212,0.02913242,0.030487906,0.151868178,0.01558377,NA,NA,NA,0.043018873,16.75398671,17.35943886,16.70547945,17.20765027,19,19,1379530
T_max_c_amj,0.238975818,0.035757525,0.028744939,0.028536678,0.107849515,0.044113293,NA,NA,NA,0.015380364,21.70919607,22.34569115,21.46483516,22.45054945,19,19,1379530
T_max_c_jas,0.229018492,0.044272168,0.042132505,0.038226402,0.121004294,0.032351585,NA,NA,NA,0.043018873,27.37448513,28.20509153,26.99456522,27.95326087,19,19,1379530
T_max_c_ond,0.237553343,0.036893903,0.043861892,0.042224199,0.113731364,0.038401925,NA,NA,NA,0.061157963,11.68844394,12.48020595,11.34782609,12.22065217,19,19,1379530
T_max_c_jfm,0.095305832,0.406682569,0.024224664,0.012528309,0.006208887,0.638183188,NA,NA,NA,0.839957572,6.092056423,6.248754579,6.012222222,5.823333333,19,19,1379530
T_min_c_cy,0.436699858,1.20E-04,0.047589747,0.044502051,0.380767245,3.69E-05,NA,NA,NA,6.97E-04,4.872169363,5.715293612,4.665753425,5.836712329,19,19,1379530
T_min_c_amj,0.422475107,1.98E-04,0.045054945,0.042286109,0.320530003,2.11E-04,NA,NA,NA,6.35E-04,8.947541932,9.813475998,8.872527473,9.650549451,19,19,1379530
T_min_c_jas,0.425320057,1.79E-04,0.049616368,0.046732589,0.371931691,4.81E-05,NA,NA,NA,2.47E-04,14.80572083,15.8215103,14.90326087,15.79891304,19,19,1379530
T_min_c_ond,0.359886202,0.001534282,0.063623188,0.062169298,0.310432426,2.80E-04,NA,NA,NA,0.004618308,0.30778032,1.465102975,0.55326087,1.331521739,19,19,1379530
T_min_c_jfm,0.166429587,0.144746587,0.03691374,0.0264457,0.029172565,0.305237069,NA,NA,NA,0.369685928,-4.713129619,-4.386416683,-5.01,-4.501111111,19,19,1379530
pcumdist10days,0.179231863,0.115656042,0.333333333,0.356384725,0.093389269,0.062068213,0.009564785,0.093389269,8.22E-05,0.043790277,33.31578947,41.36842105,33,41,19,19,1379530
pcumdist50days,0.042674253,0.71515537,0.111111111,0.265674581,0.016300866,0.444936578,0.001581492,0.016300866,0.165889791,0.792596976,168.0526316,167.9473684,168,166,19,19,1379530
pcumdist90days,0.046941679,0.687150156,0.111111111,0.060072218,0.001218691,0.835172144,1.87E-04,0.001218691,0.820674263,0.860841706,321.2631579,320.5789474,325,324,19,19,1379530
swe_mm_cy,0.045045045,0.704281457,0.138095238,0.236605026,0.004331663,0.698742362,NA,NA,NA,0.605280651,51.94444444,57.84210526,46.5,39,18,18,1379530
swe_mm_amj,-0.085714286,0.340050803,0,-0.063835264,0.006558357,0.638693507,NA,NA,NA,0.175545261,4.117647059,2.105263158,0,0,17,17,1379530
swe_mm_jas,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,17,17,1379530
swe_mm_ond,0.149206349,0.202319906,0.307346327,0.373616474,0.080608416,0.093325634,NA,NA,NA,0.080107707,11,19.61111111,6.5,20.5,18,18,1379530
swe_mm_jfm,0.101587302,0.390329527,0.30372807,0.475933076,0.016575943,0.454251444,NA,NA,NA,0.456826929,51.66666667,60,46.5,39,18,18,1379530
srad_wm2_cy,0.419630156,2.19E-04,0.299940439,0.28988039,0.38323101,3.42E-05,NA,NA,NA,7.86E-05,171.0041293,177.1396551,171.3178082,178.4054795,19,19,1379530
srad_wm2_amj,0.283072546,0.012801754,0.399725275,0.416250124,0.189058024,0.006372252,NA,NA,NA,0.019824269,234.7576634,242.8744939,232.5384615,244.8021978,19,19,1379530
srad_wm2_jas,0.46514936,4.16E-05,0.721598877,0.625468013,0.379915217,3.78E-05,NA,NA,NA,2.47E-04,224.1201373,236.4485126,221.0434783,237.2391304,19,19,1379530
srad_wm2_ond,0.045519203,0.696714135,0.023349437,0.019040471,0.00220511,0.779510652,NA,NA,NA,0.54948964,104.6350114,105.6779176,104.8043478,105.5543478,19,19,1379530
srad_wm2_jfm,0.145092461,0.204133528,0.091999533,0.09645414,0.048994546,0.181702806,NA,NA,NA,0.055829962,120.2120494,123.2461924,119.3222222,123.3666667,19,19,1379530
p.pet_cy,-0.137980085,0.227469557,-0.004215436,-0.00339941,0.035308627,0.258588011,NA,NA,NA,0.385423739,1.168377876,1.114221723,1.185361217,1.059891107,19,19,1379530
swe.p_cy,0.051051051,0.66602992,1.44E-04,2.28E-04,0.006685399,0.630453074,NA,NA,NA,0.620103527,0.040765223,0.045108131,0.03061197,0.028340081,18,18,1379530
p.pet_jfm,0.018492176,0.880083901,0.001995373,0.001630505,8.84E-04,0.859365493,NA,NA,NA,0.729113675,1.786979295,1.720270265,1.672839506,1.804878049,19,19,1379530
swe.p_jfm,0.053968254,0.653078576,0.001011741,0.001043641,0.008558611,0.591516239,NA,NA,NA,0.521203288,0.18566077,0.213750061,0.164577609,0.182959789,18,18,1379530
p.pet_amj,-0.100995733,0.378841252,-0.003795268,-0.00506437,0.042846164,0.2124253,NA,NA,NA,0.686145252,0.922513881,0.845413228,0.845549738,0.828715365,19,19,1379530
swe.p_amj,-0.080952381,0.368320362,0,2.03E-06,8.28E-07,0.995797924,NA,NA,NA,0.182428767,0.010740507,0.006627399,0,0,17,17,1379530
p.pet_jas,-0.092460882,0.421049442,-0.004230234,-0.002089802,0.005848804,0.648131314,NA,NA,NA,0.707515794,0.874670456,0.875983926,0.909090909,0.771300448,19,19,1379530
swe.p_jas,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,17,17,1379530
p.pet_ond,-0.06970128,0.546208418,-0.00538383,-0.007456142,0.015165768,0.461368541,NA,NA,NA,0.750923477,1.950291655,1.84071318,1.868421053,1.694117647,19,19,1379530
swe.p_ond,0.2,0.086707868,0.001188295,0.001285115,0.099744427,0.060598901,NA,NA,NA,0.050420684,0.032721036,0.061654619,0.022261544,0.059564126,18,18,1379530
annualnoflowdays,-0.207936508,0.003072269,0,-0.800062649,0.183322539,0.009184558,-0.395809251,0.183322539,6.27E-42,0.013266623,12.29411765,0,0,0,17,17,1382500
zeroflowfirst,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013266623,110.8,NA,104,NA,5,5,1382500
peak2z_length,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013266623,10.33333333,NA,6.5,NA,5,5,1382500
p_mm_cy,-0.017069701,0.890001838,-0.714285714,0.478936426,6.97E-04,0.874937224,NA,NA,NA,0.94181339,1276.526316,1290.157895,1285,1286,19,19,1382500
p_mm_amj,-0.109530583,0.339189998,-1.428571429,-1.709158551,0.041729635,0.218617259,NA,NA,NA,0.549424091,350.8947368,324.2631579,339,333,19,19,1382500
p_mm_jas,0.044096728,0.70601252,0.588235294,1.337236021,0.016410414,0.443398202,NA,NA,NA,0.539772675,330.0526316,367.2631579,343,345,19,19,1382500
p_mm_ond,-0.014224751,0.909892626,-0.090909091,0.351351351,0.001371182,0.825314097,NA,NA,NA,0.815298384,308.2105263,321,285,309,19,19,1382500
p_mm_jfm,0.06401138,0.580091371,0.628571429,0.499507605,0.003867856,0.710689333,NA,NA,NA,0.803993199,287.3684211,277.6315789,266,255,19,19,1382500
pet_mm_cy,0.27311522,0.016331419,1.928571429,1.859940913,0.179412275,0.00805189,NA,NA,NA,0.009363895,1007.842105,1048.052632,1003,1063,19,19,1382500
pet_mm_amj,0.156472262,0.170254768,0.416666667,0.448845607,0.065181986,0.121860257,NA,NA,NA,0.118105712,361.7894737,371.3684211,356,375,19,19,1382500
pet_mm_jas,0.283072546,0.012754569,1.166666667,1.111390743,0.185643674,0.006923685,NA,NA,NA,0.016625505,366.1052632,389,359,392,19,19,1382500
pet_mm_ond,0.184921764,0.104036625,0.235294118,0.209103841,0.043017861,0.211491088,NA,NA,NA,0.09261985,143.2105263,148.1052632,142,147,19,19,1382500
pet_mm_jfm,0.048364154,0.677665421,0.1,0.090600722,0.004609617,0.68546672,NA,NA,NA,0.650430902,136.7368421,139.5789474,138,140,19,19,1382500
T_max_c_cy,0.152204836,0.182655913,0.014185568,0.017672876,0.059317578,0.140617858,NA,NA,NA,0.35434426,14.96621974,15.27631177,14.83424658,15.18989071,19,19,1382500
T_max_c_amj,0.132290185,0.247429593,0.014795918,0.01677739,0.044331016,0.204499426,NA,NA,NA,0.130083157,20.12891845,20.49681897,19.79450549,20.66813187,19,19,1382500
T_max_c_jas,0.20341394,0.074227183,0.025289855,0.024987036,0.068549118,0.112312291,NA,NA,NA,0.061157963,25.61235698,26.13604119,25.28478261,25.85,19,19,1382500
T_max_c_ond,0.180654339,0.113180066,0.032509881,0.030449531,0.058628721,0.143017182,NA,NA,NA,0.212004751,9.793935926,10.29427918,9.444565217,10.03478261,19,19,1382500
T_max_c_jfm,0.046941679,0.687462554,0.007013889,-0.001979158,1.57E-04,0.940473257,NA,NA,NA,0.839957572,4.177821477,4.020034702,4.19010989,3.576666667,19,19,1382500
T_min_c_cy,0.453769559,6.39E-05,0.049899543,0.04526537,0.379081426,3.88E-05,NA,NA,NA,0.001001926,3.318583766,4.142346339,3.335068493,4.387123288,19,19,1382500
T_min_c_amj,0.385490754,6.88E-04,0.041176471,0.039905898,0.27538073,7.19E-04,NA,NA,NA,0.005629317,7.665355697,8.408733372,7.607692308,8.374725275,19,19,1382500
T_min_c_jas,0.46514936,4.16E-05,0.044302849,0.045859955,0.354510979,8.04E-05,NA,NA,NA,1.42E-04,13.14405034,14.02740275,13.34673913,14.15652174,19,19,1382500
T_min_c_ond,0.399715505,4.31E-04,0.066630435,0.067929847,0.3559216,7.71E-05,NA,NA,NA,0.00222178,-1.062929062,0.210183066,-1.063043478,0.109782609,19,19,1382500
T_min_c_jfm,0.137980085,0.227469557,0.039825303,0.026925061,0.025992557,0.333551162,NA,NA,NA,0.385423739,-6.616777842,-6.228229548,-6.42,-6.304395604,19,19,1382500
pcumdist10days,0.268847795,0.017926272,0.518518519,0.476748003,0.150969623,0.015920511,0.012763072,0.150969623,1.50E-07,0.021766082,32.68421053,42.31578947,30,43,19,19,1382500
pcumdist50days,0.113798009,0.320226514,0.318181818,0.34555203,0.030191825,0.296810458,0.002020971,0.030191825,0.074068019,0.650699129,169.1578947,172.8421053,169,172,19,19,1382500
pcumdist90days,0.019914651,0.870070933,0.047619048,-0.066637488,0.00140682,0.82309408,-2.07E-04,0.00140682,0.801656149,0.98834638,322.8947368,320.2105263,326,327,19,19,1382500
swe_mm_cy,0.028528529,0.813762954,0.208695652,0.401849218,0.008562012,0.585961527,NA,NA,NA,0.73806716,76,82.68421053,74,73,18,18,1382500
swe_mm_amj,0.03968254,0.73153908,0,0.124066924,0.002861911,0.756656048,NA,NA,NA,0.855201033,19.70588235,15.94736842,12,1,17,17,1382500
swe_mm_jas,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,17,17,1382500
swe_mm_ond,0.176190476,0.133465864,0.412878788,0.400900901,0.062989902,0.139817206,NA,NA,NA,0.11327034,18.11111111,26.72222222,14.5,29,18,18,1382500
swe_mm_jfm,0.055555556,0.643131177,0.372294372,0.637194337,0.018836954,0.424747235,NA,NA,NA,0.568896032,72,82.72222222,72,78,18,18,1382500
srad_wm2_cy,0.411095306,2.94E-04,0.252408363,0.268788897,0.361440126,6.56E-05,NA,NA,NA,2.47E-04,169.4393683,174.9161098,170.4808743,176.369863,19,19,1382500
srad_wm2_amj,0.280227596,0.013736034,0.402366862,0.3930336,0.177581369,0.008416045,NA,NA,NA,0.021516617,231.7299017,239.2729902,230.4395604,243.1978022,19,19,1382500
srad_wm2_jas,0.448079659,7.89E-05,0.680869564,0.607430173,0.38428322,3.32E-05,NA,NA,NA,5.43E-04,223.645881,235.6229977,221.173913,236.8478261,19,19,1382500
srad_wm2_ond,0.038406828,0.743766572,0.016045548,0.005700605,2.07E-04,0.931660079,NA,NA,NA,0.729113675,102.3443936,102.7900458,102.3152174,102.6086957,19,19,1382500
srad_wm2_jfm,0.092460882,0.421049442,0.075013086,0.066538715,0.02249125,0.368813903,NA,NA,NA,0.201433384,119.7515969,121.6661333,119.4333333,122.1666667,19,19,1382500
p.pet_cy,-0.078236131,0.497212088,-0.00299037,-0.001754661,0.007570392,0.603465626,NA,NA,NA,0.603225988,1.271174408,1.238573819,1.290039063,1.184545455,19,19,1382500
swe.p_cy,0.075075075,0.521610282,3.24E-04,4.26E-04,0.016607014,0.447166082,NA,NA,NA,0.518038967,0.058921999,0.065514841,0.057235034,0.064541213,18,18,1382500
p.pet_jfm,0.009957326,0.939871454,0.001152074,0.003641362,0.003047913,0.741999204,NA,NA,NA,0.544096062,2.128185215,2.051521531,1.80952381,2.1,19,19,1382500
swe.p_jfm,0.101587302,0.390828231,0.002248454,0.001877725,0.01928135,0.419283729,NA,NA,NA,0.264945987,0.2449846,0.295052159,0.203827612,0.282880223,18,18,1382500
p.pet_amj,-0.135135135,0.237301321,-0.005201994,-0.005991585,0.053913496,0.160683897,NA,NA,NA,0.434976755,0.98038282,0.879740153,0.912568306,0.892761394,19,19,1382500
swe.p_amj,0.063492063,0.577300303,0,7.32E-04,0.009290123,0.576020619,NA,NA,NA,0.947103438,0.058899389,0.051751549,0.024489796,0.005952381,17,17,1382500
p.pet_jas,-0.029871977,0.801475418,-0.001255366,8.11E-04,7.09E-04,0.87394157,NA,NA,NA,1,0.914507163,0.960506445,0.955026455,0.929919137,19,19,1382500
swe.p_jas,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,17,17,1382500
p.pet_ond,-0.001422475,1,-4.69E-04,-6.88E-04,9.53E-05,0.953605017,NA,NA,NA,0.817463305,2.177384868,2.199438668,2.077464789,2.102040816,19,19,1382500
swe.p_ond,0.207936508,0.076580572,0.001377675,0.001105214,0.049982474,0.189949654,NA,NA,NA,0.076415207,0.058410734,0.081526422,0.042988506,0.080070455,18,18,1382500
annualnoflowdays,-0.073968706,0.456961962,0,-0.597220702,0.04520748,0.199979353,-0.044484222,0.04520748,6.61E-26,0.86598848,19.10526316,9,0,0,19,19,1401650
zeroflowfirst,0.307692308,0.136007288,0.625,0.778383334,0.127966501,0.209204079,0.006580073,0.127966501,0.007585351,0.606899071,116.1428571,122.1428571,106,123,7,7,1401650
peak2z_length,0.549450549,0.007219881,0.428571429,0.555038225,0.365927755,0.021911107,NA,NA,NA,0.047401247,9.357993197,18.80952381,8.666666667,13.66666667,7,7,1401650
p_mm_cy,0.082503556,0.47358687,2.25,2.518546887,0.022352161,0.370315598,NA,NA,NA,0.5592695,1187.052632,1231.736842,1162,1218,19,19,1401650
p_mm_amj,-0.015647226,0.899907102,-0.133333333,-0.47838932,0.003756543,0.714705571,NA,NA,NA,0.918585884,319.7894737,315.6842105,297,312,19,19,1401650
p_mm_jas,0.055476529,0.632786933,0.6875,1.375861692,0.018961425,0.40969803,NA,NA,NA,0.693453894,331.1578947,364.6315789,341,337,19,19,1401650
p_mm_ond,0.039829303,0.734257006,0.428571429,0.335704125,0.001470527,0.819197765,NA,NA,NA,0.430520486,279.2631579,292.1052632,259,286,19,19,1401650
p_mm_jfm,0.135135135,0.237153017,1.548387097,1.285370391,0.03555428,0.256907901,NA,NA,NA,0.883916895,256.8421053,259.3157895,242,274,19,19,1401650
pet_mm_cy,0.229018492,0.044272168,1.6,1.645803698,0.103540043,0.048832819,NA,NA,NA,0.016776766,1088.421053,1128.052632,1085,1146,19,19,1401650
pet_mm_amj,0.100995733,0.378489341,0.35,0.346317978,0.027491649,0.319803393,NA,NA,NA,0.183818824,386.2631579,394.5263158,378,398,19,19,1401650
pet_mm_jas,0.237553343,0.036734953,1.285714286,1.116533538,0.137560151,0.021882881,NA,NA,NA,0.030631201,391.4736842,416,386,424,19,19,1401650
pet_mm_ond,0.110953058,0.332477817,0.142857143,0.153627312,0.021241045,0.382617327,NA,NA,NA,0.214311741,156.2105263,160.9473684,157,159,19,19,1401650
pet_mm_jfm,0.062588905,0.588444856,0.142857143,0.029324871,3.47E-04,0.911633356,NA,NA,NA,0.56890039,154.4736842,156.5789474,155,160,19,19,1401650
T_max_c_cy,0.126600284,0.268584741,0.014919054,0.017510621,0.057524686,0.146955499,NA,NA,NA,0.35434426,17.15037759,17.45625579,17.22493151,17.53123288,19,19,1401650
T_max_c_amj,0.099573257,0.385651687,0.013251455,0.012035847,0.021620954,0.378348911,NA,NA,NA,0.237026419,22.2600347,22.51937536,21.88021978,22.68241758,19,19,1401650
T_max_c_jas,0.20625889,0.070240863,0.027675585,0.024154603,0.051706828,0.16976072,NA,NA,NA,0.122720976,27.7076659,28.21046911,27.27065217,27.93152174,19,19,1401650
T_max_c_ond,0.19487909,0.087306739,0.036206897,0.032521278,0.071325223,0.105035528,NA,NA,NA,0.162899887,11.91487414,12.48243707,11.51304348,12.31086957,19,19,1401650
T_max_c_jfm,0.052631579,0.650845029,0.015693483,8.82E-04,3.13E-05,0.973398855,NA,NA,NA,0.885313346,6.570544952,6.457657605,6.674444444,6.18,19,19,1401650
T_min_c_cy,0.371266003,0.001080446,0.036374429,0.032122777,0.271413975,7.98E-04,NA,NA,NA,0.001127369,4.804286446,5.514187873,4.870136986,5.638356164,19,19,1401650
T_min_c_amj,0.33428165,0.003262835,0.034406972,0.035321632,0.231935018,0.002203731,NA,NA,NA,0.001592442,8.741006362,9.577790631,8.807692308,9.557142857,19,19,1401650
T_min_c_jas,0.277382646,0.014730026,0.030245747,0.030404335,0.198606209,0.005046722,NA,NA,NA,0.001592442,14.6173913,15.37414188,14.74021739,15.60326087,19,19,1401650
